jahr,stichtag,gemeinde_bfs_nr,gemeinde,altersklasse,heimat,geschlecht,anzahl,anzahl_ist_kleingruppe
2019,2019-12-31,230,Winterthur,65-69,Ausland,männlich,350,False
2019,2019-12-31,230,Winterthur,65-69,Ausland,weiblich,343,False
2019,2019-12-31,230,Winterthur,65-69,Schweiz,männlich,1847,False
2019,2019-12-31,230,Winterthur,65-69,Schweiz,weiblich,2157,False
2019,2019-12-31,230,Winterthur,70-74,Ausland,männlich,291,False
2019,2019-12-31,230,Winterthur,70-74,Ausland,weiblich,292,False
2019,2019-12-31,230,Winterthur,70-74,Schweiz,männlich,1624,False
2019,2019-12-31,230,Winterthur,70-74,Schweiz,weiblich,2133,False
2019,2019-12-31,230,Winterthur,75-79,Ausland,männlich,295,False
2019,2019-12-31,230,Winterthur,75-79,Ausland,weiblich,240,False
2019,2019-12-31,230,Winterthur,75-79,Schweiz,männlich,1386,False
2019,2019-12-31,230,Winterthur,75-79,Schweiz,weiblich,1898,False
2019,2019-12-31,230,Winterthur,80-84,Ausland,männlich,183,False
2019,2019-12-31,230,Winterthur,80-84,Ausland,weiblich,207,False
2019,2019-12-31,230,Winterthur,80-84,Schweiz,männlich,858,False
2019,2019-12-31,230,Winterthur,80-84,Schweiz,weiblich,1430,False
2019,2019-12-31,230,Winterthur,85-89,Ausland,männlich,106,False
2019,2019-12-31,230,Winterthur,85-89,Ausland,weiblich,83,False
2019,2019-12-31,230,Winterthur,85-89,Schweiz,männlich,628,False
2019,2019-12-31,230,Winterthur,85-89,Schweiz,weiblich,1018,False
2019,2019-12-31,230,Winterthur,90-94,Ausland,männlich,16,False
2019,2019-12-31,230,Winterthur,90-94,Ausland,weiblich,29,False
2019,2019-12-31,230,Winterthur,90-94,Schweiz,männlich,248,False
2019,2019-12-31,230,Winterthur,90-94,Schweiz,weiblich,559,False
2019,2019-12-31,230,Winterthur,95+,Ausland,männlich,,True
2019,2019-12-31,230,Winterthur,95+,Ausland,weiblich,6,False
2019,2019-12-31,230,Winterthur,95+,Schweiz,männlich,51,False
2019,2019-12-31,230,Winterthur,95+,Schweiz,weiblich,150,False
2018,2018-12-31,230,Winterthur,00-04,Ausland,männlich,819,False
2018,2018-12-31,230,Winterthur,00-04,Ausland,weiblich,780,False
2018,2018-12-31,230,Winterthur,00-04,Schweiz,männlich,2307,False
2018,2018-12-31,230,Winterthur,00-04,Schweiz,weiblich,2283,False
2018,2018-12-31,230,Winterthur,05-09,Ausland,männlich,789,False
2018,2018-12-31,230,Winterthur,05-09,Ausland,weiblich,747,False
2018,2018-12-31,230,Winterthur,05-09,Schweiz,männlich,2187,False
2018,2018-12-31,230,Winterthur,05-09,Schweiz,weiblich,2054,False
2018,2018-12-31,230,Winterthur,10-14,Ausland,männlich,699,False
2018,2018-12-31,230,Winterthur,10-14,Ausland,weiblich,609,False
2018,2018-12-31,230,Winterthur,10-14,Schweiz,männlich,2118,False
2018,2018-12-31,230,Winterthur,10-14,Schweiz,weiblich,1921,False
2018,2018-12-31,230,Winterthur,15-19,Ausland,männlich,526,False
2018,2018-12-31,230,Winterthur,15-19,Ausland,weiblich,421,False
2018,2018-12-31,230,Winterthur,15-19,Schweiz,männlich,2085,False
2018,2018-12-31,230,Winterthur,15-19,Schweiz,weiblich,1990,False
2018,2018-12-31,230,Winterthur,20-24,Ausland,männlich,809,False
2018,2018-12-31,230,Winterthur,20-24,Ausland,weiblich,714,False
2018,2018-12-31,230,Winterthur,20-24,Schweiz,männlich,2902,False
2018,2018-12-31,230,Winterthur,20-24,Schweiz,weiblich,3224,False
2018,2018-12-31,230,Winterthur,25-29,Ausland,männlich,1283,False
2018,2018-12-31,230,Winterthur,25-29,Ausland,weiblich,1255,False
2018,2018-12-31,230,Winterthur,25-29,Schweiz,männlich,3909,False
2018,2018-12-31,230,Winterthur,25-29,Schweiz,weiblich,3943,False
2018,2018-12-31,230,Winterthur,30-34,Ausland,männlich,1599,False
2018,2018-12-31,230,Winterthur,30-34,Ausland,weiblich,1573,False
2018,2018-12-31,230,Winterthur,30-34,Schweiz,männlich,3596,False
2018,2018-12-31,230,Winterthur,30-34,Schweiz,weiblich,3450,False
2018,2018-12-31,230,Winterthur,35-39,Ausland,männlich,1689,False
2018,2018-12-31,230,Winterthur,35-39,Ausland,weiblich,1611,False
2018,2018-12-31,230,Winterthur,35-39,Schweiz,männlich,2977,False
2018,2018-12-31,230,Winterthur,35-39,Schweiz,weiblich,2828,False
2018,2018-12-31,230,Winterthur,40-44,Ausland,männlich,1455,False
2018,2018-12-31,230,Winterthur,40-44,Ausland,weiblich,1241,False
2018,2018-12-31,230,Winterthur,40-44,Schweiz,männlich,2512,False
2018,2018-12-31,230,Winterthur,40-44,Schweiz,weiblich,2560,False
2018,2018-12-31,230,Winterthur,45-49,Ausland,männlich,1205,False
2018,2018-12-31,230,Winterthur,45-49,Ausland,weiblich,1052,False
2018,2018-12-31,230,Winterthur,45-49,Schweiz,männlich,2597,False
2018,2018-12-31,230,Winterthur,45-49,Schweiz,weiblich,2751,False
2018,2018-12-31,230,Winterthur,50-54,Ausland,männlich,1085,False
2018,2018-12-31,230,Winterthur,50-54,Ausland,weiblich,906,False
2018,2018-12-31,230,Winterthur,50-54,Schweiz,männlich,2974,False
2018,2018-12-31,230,Winterthur,50-54,Schweiz,weiblich,3061,False
2018,2018-12-31,230,Winterthur,55-59,Ausland,männlich,888,False
2018,2018-12-31,230,Winterthur,55-59,Ausland,weiblich,677,False
2018,2018-12-31,230,Winterthur,55-59,Schweiz,männlich,2607,False
2018,2018-12-31,230,Winterthur,55-59,Schweiz,weiblich,2944,False
2018,2018-12-31,230,Winterthur,60-64,Ausland,männlich,576,False
2018,2018-12-31,230,Winterthur,60-64,Ausland,weiblich,457,False
2018,2018-12-31,230,Winterthur,60-64,Schweiz,männlich,2274,False
2018,2018-12-31,230,Winterthur,60-64,Schweiz,weiblich,2406,False
2018,2018-12-31,230,Winterthur,65-69,Ausland,männlich,342,False
2018,2018-12-31,230,Winterthur,65-69,Ausland,weiblich,331,False
2018,2018-12-31,230,Winterthur,65-69,Schweiz,männlich,1763,False
2018,2018-12-31,230,Winterthur,65-69,Schweiz,weiblich,2182,False
2018,2018-12-31,230,Winterthur,70-74,Ausland,männlich,306,False
2018,2018-12-31,230,Winterthur,70-74,Ausland,weiblich,275,False
2018,2018-12-31,230,Winterthur,70-74,Schweiz,männlich,1684,False
2018,2018-12-31,230,Winterthur,70-74,Schweiz,weiblich,2173,False
2018,2018-12-31,230,Winterthur,75-79,Ausland,männlich,287,False
2018,2018-12-31,230,Winterthur,75-79,Ausland,weiblich,266,False
2018,2018-12-31,230,Winterthur,75-79,Schweiz,männlich,1274,False
2018,2018-12-31,230,Winterthur,75-79,Schweiz,weiblich,1831,False
2018,2018-12-31,230,Winterthur,80-84,Ausland,männlich,181,False
2018,2018-12-31,230,Winterthur,80-84,Ausland,weiblich,183,False
2018,2018-12-31,230,Winterthur,80-84,Schweiz,männlich,887,False
2018,2018-12-31,230,Winterthur,80-84,Schweiz,weiblich,1442,False
2018,2018-12-31,230,Winterthur,85-89,Ausland,männlich,91,False
2018,2018-12-31,230,Winterthur,85-89,Ausland,weiblich,87,False
2018,2018-12-31,230,Winterthur,85-89,Schweiz,männlich,625,False
2018,2018-12-31,230,Winterthur,85-89,Schweiz,weiblich,1041,False
2018,2018-12-31,230,Winterthur,90-94,Ausland,männlich,16,False
2018,2018-12-31,230,Winterthur,90-94,Ausland,weiblich,35,False
2018,2018-12-31,230,Winterthur,90-94,Schweiz,männlich,219,False
2018,2018-12-31,230,Winterthur,90-94,Schweiz,weiblich,538,False
2018,2018-12-31,230,Winterthur,95+,Ausland,männlich,,True
2018,2018-12-31,230,Winterthur,95+,Ausland,weiblich,6,False
2018,2018-12-31,230,Winterthur,95+,Schweiz,männlich,47,False
2018,2018-12-31,230,Winterthur,95+,Schweiz,weiblich,145,False
2017,2017-12-31,230,Winterthur,00-04,Ausland,männlich,831,False
2017,2017-12-31,230,Winterthur,00-04,Ausland,weiblich,771,False
2017,2017-12-31,230,Winterthur,00-04,Schweiz,männlich,2329,False
2017,2017-12-31,230,Winterthur,00-04,Schweiz,weiblich,2233,False
2017,2017-12-31,230,Winterthur,05-09,Ausland,männlich,782,False
2017,2017-12-31,230,Winterthur,05-09,Ausland,weiblich,741,False
2017,2017-12-31,230,Winterthur,05-09,Schweiz,männlich,2143,False
2017,2017-12-31,230,Winterthur,05-09,Schweiz,weiblich,2054,False
2017,2017-12-31,230,Winterthur,10-14,Ausland,männlich,678,False
2017,2017-12-31,230,Winterthur,10-14,Ausland,weiblich,577,False
2017,2017-12-31,230,Winterthur,10-14,Schweiz,männlich,2050,False
2017,2017-12-31,230,Winterthur,10-14,Schweiz,weiblich,1885,False
2017,2017-12-31,230,Winterthur,15-19,Ausland,männlich,505,False
2017,2017-12-31,230,Winterthur,15-19,Ausland,weiblich,442,False
2017,2017-12-31,230,Winterthur,15-19,Schweiz,männlich,2074,False
2017,2017-12-31,230,Winterthur,15-19,Schweiz,weiblich,2018,False
2017,2017-12-31,230,Winterthur,20-24,Ausland,männlich,810,False
2017,2017-12-31,230,Winterthur,20-24,Ausland,weiblich,709,False
2017,2017-12-31,230,Winterthur,20-24,Schweiz,männlich,2909,False
2017,2017-12-31,230,Winterthur,20-24,Schweiz,weiblich,3300,False
2017,2017-12-31,230,Winterthur,25-29,Ausland,männlich,1245,False
2017,2017-12-31,230,Winterthur,25-29,Ausland,weiblich,1228,False
2017,2017-12-31,230,Winterthur,25-29,Schweiz,männlich,3931,False
2017,2017-12-31,230,Winterthur,25-29,Schweiz,weiblich,3922,False
2017,2017-12-31,230,Winterthur,30-34,Ausland,männlich,1652,False
2017,2017-12-31,230,Winterthur,30-34,Ausland,weiblich,1597,False
2017,2017-12-31,230,Winterthur,30-34,Schweiz,männlich,3565,False
2017,2017-12-31,230,Winterthur,30-34,Schweiz,weiblich,3392,False
2017,2017-12-31,230,Winterthur,35-39,Ausland,männlich,1695,False
2017,2017-12-31,230,Winterthur,35-39,Ausland,weiblich,1572,False
2017,2017-12-31,230,Winterthur,35-39,Schweiz,männlich,2889,False
2017,2017-12-31,230,Winterthur,35-39,Schweiz,weiblich,2824,False
2017,2017-12-31,230,Winterthur,40-44,Ausland,männlich,1428,False
2017,2017-12-31,230,Winterthur,40-44,Ausland,weiblich,1241,False
2017,2017-12-31,230,Winterthur,40-44,Schweiz,männlich,2459,False
2017,2017-12-31,230,Winterthur,40-44,Schweiz,weiblich,2515,False
2017,2017-12-31,230,Winterthur,45-49,Ausland,männlich,1179,False
2017,2017-12-31,230,Winterthur,45-49,Ausland,weiblich,1009,False
2017,2017-12-31,230,Winterthur,45-49,Schweiz,männlich,2700,False
2017,2017-12-31,230,Winterthur,45-49,Schweiz,weiblich,2804,False
2017,2017-12-31,230,Winterthur,50-54,Ausland,männlich,1072,False
2017,2017-12-31,230,Winterthur,50-54,Ausland,weiblich,902,False
2017,2017-12-31,230,Winterthur,50-54,Schweiz,männlich,2971,False
2017,2017-12-31,230,Winterthur,50-54,Schweiz,weiblich,3147,False
2017,2017-12-31,230,Winterthur,55-59,Ausland,männlich,851,False
2017,2017-12-31,230,Winterthur,55-59,Ausland,weiblich,649,False
2017,2017-12-31,230,Winterthur,55-59,Schweiz,männlich,2564,False
2017,2017-12-31,230,Winterthur,55-59,Schweiz,weiblich,2812,False
2017,2017-12-31,230,Winterthur,60-64,Ausland,männlich,552,False
2017,2017-12-31,230,Winterthur,60-64,Ausland,weiblich,419,False
2017,2017-12-31,230,Winterthur,60-64,Schweiz,männlich,2157,False
2017,2017-12-31,230,Winterthur,60-64,Schweiz,weiblich,2333,False
2017,2017-12-31,230,Winterthur,65-69,Ausland,männlich,338,False
2017,2017-12-31,230,Winterthur,65-69,Ausland,weiblich,333,False
2017,2017-12-31,230,Winterthur,65-69,Schweiz,männlich,1772,False
2017,2017-12-31,230,Winterthur,65-69,Schweiz,weiblich,2211,False
2017,2017-12-31,230,Winterthur,70-74,Ausland,männlich,293,False
2017,2017-12-31,230,Winterthur,70-74,Ausland,weiblich,267,False
2017,2017-12-31,230,Winterthur,70-74,Schweiz,männlich,1671,False
2017,2017-12-31,230,Winterthur,70-74,Schweiz,weiblich,2171,False
2017,2017-12-31,230,Winterthur,75-79,Ausland,männlich,295,False
2017,2017-12-31,230,Winterthur,75-79,Ausland,weiblich,271,False
2017,2017-12-31,230,Winterthur,75-79,Schweiz,männlich,1226,False
2017,2017-12-31,230,Winterthur,75-79,Schweiz,weiblich,1777,False
2017,2017-12-31,230,Winterthur,80-84,Ausland,männlich,172,False
2017,2017-12-31,230,Winterthur,80-84,Ausland,weiblich,168,False
2017,2017-12-31,230,Winterthur,80-84,Schweiz,männlich,891,False
2017,2017-12-31,230,Winterthur,80-84,Schweiz,weiblich,1439,False
2017,2017-12-31,230,Winterthur,85-89,Ausland,männlich,83,False
2017,2017-12-31,230,Winterthur,85-89,Ausland,weiblich,84,False
2017,2017-12-31,230,Winterthur,85-89,Schweiz,männlich,592,False
2017,2017-12-31,230,Winterthur,85-89,Schweiz,weiblich,1051,False
2017,2017-12-31,230,Winterthur,90-94,Ausland,männlich,17,False
2017,2017-12-31,230,Winterthur,90-94,Ausland,weiblich,28,False
2017,2017-12-31,230,Winterthur,90-94,Schweiz,männlich,195,False
2017,2017-12-31,230,Winterthur,90-94,Schweiz,weiblich,527,False
2017,2017-12-31,230,Winterthur,95+,Ausland,weiblich,4,False
2017,2017-12-31,230,Winterthur,95+,Schweiz,männlich,44,False
2017,2017-12-31,230,Winterthur,95+,Schweiz,weiblich,140,False
2016,2016-12-31,230,Winterthur,00-04,Ausland,männlich,810,False
2016,2016-12-31,230,Winterthur,00-04,Ausland,weiblich,774,False
2016,2016-12-31,230,Winterthur,00-04,Schweiz,männlich,2292,False
2016,2016-12-31,230,Winterthur,00-04,Schweiz,weiblich,2202,False
2016,2016-12-31,230,Winterthur,05-09,Ausland,männlich,753,False
2016,2016-12-31,230,Winterthur,05-09,Ausland,weiblich,695,False
2016,2016-12-31,230,Winterthur,05-09,Schweiz,männlich,2136,False
2016,2016-12-31,230,Winterthur,05-09,Schweiz,weiblich,1992,False
2016,2016-12-31,230,Winterthur,10-14,Ausland,männlich,627,False
2016,2016-12-31,230,Winterthur,10-14,Ausland,weiblich,568,False
2016,2016-12-31,230,Winterthur,10-14,Schweiz,männlich,2035,False
2016,2016-12-31,230,Winterthur,10-14,Schweiz,weiblich,1894,False
2016,2016-12-31,230,Winterthur,15-19,Ausland,männlich,533,False
2016,2016-12-31,230,Winterthur,15-19,Ausland,weiblich,415,False
2016,2016-12-31,230,Winterthur,15-19,Schweiz,männlich,2073,False
2016,2016-12-31,230,Winterthur,15-19,Schweiz,weiblich,2043,False
2016,2016-12-31,230,Winterthur,20-24,Ausland,männlich,786,False
2016,2016-12-31,230,Winterthur,20-24,Ausland,weiblich,770,False
2016,2016-12-31,230,Winterthur,20-24,Schweiz,männlich,2933,False
2016,2016-12-31,230,Winterthur,20-24,Schweiz,weiblich,3300,False
2016,2016-12-31,230,Winterthur,25-29,Ausland,männlich,1259,False
2016,2016-12-31,230,Winterthur,25-29,Ausland,weiblich,1261,False
2016,2016-12-31,230,Winterthur,25-29,Schweiz,männlich,3873,False
2016,2016-12-31,230,Winterthur,25-29,Schweiz,weiblich,3954,False
2016,2016-12-31,230,Winterthur,30-34,Ausland,männlich,1661,False
2016,2016-12-31,230,Winterthur,30-34,Ausland,weiblich,1593,False
2016,2016-12-31,230,Winterthur,30-34,Schweiz,männlich,3518,False
2016,2016-12-31,230,Winterthur,30-34,Schweiz,weiblich,3311,False
2016,2016-12-31,230,Winterthur,35-39,Ausland,männlich,1684,False
2016,2016-12-31,230,Winterthur,35-39,Ausland,weiblich,1511,False
2016,2016-12-31,230,Winterthur,35-39,Schweiz,männlich,2809,False
2016,2016-12-31,230,Winterthur,35-39,Schweiz,weiblich,2694,False
2016,2016-12-31,230,Winterthur,40-44,Ausland,männlich,1358,False
2016,2016-12-31,230,Winterthur,40-44,Ausland,weiblich,1209,False
2016,2016-12-31,230,Winterthur,40-44,Schweiz,männlich,2462,False
2016,2016-12-31,230,Winterthur,40-44,Schweiz,weiblich,2551,False
2016,2016-12-31,230,Winterthur,45-49,Ausland,männlich,1170,False
2016,2016-12-31,230,Winterthur,45-49,Ausland,weiblich,991,False
2016,2016-12-31,230,Winterthur,45-49,Schweiz,männlich,2706,False
2016,2016-12-31,230,Winterthur,45-49,Schweiz,weiblich,2864,False
2016,2016-12-31,230,Winterthur,50-54,Ausland,männlich,1115,False
2016,2016-12-31,230,Winterthur,50-54,Ausland,weiblich,883,False
2016,2016-12-31,230,Winterthur,50-54,Schweiz,männlich,2992,False
2016,2016-12-31,230,Winterthur,50-54,Schweiz,weiblich,3189,False
2016,2016-12-31,230,Winterthur,55-59,Ausland,männlich,761,False
2016,2016-12-31,230,Winterthur,55-59,Ausland,weiblich,611,False
2016,2016-12-31,230,Winterthur,55-59,Schweiz,männlich,2525,False
2016,2016-12-31,230,Winterthur,55-59,Schweiz,weiblich,2758,False
2016,2016-12-31,230,Winterthur,60-64,Ausland,männlich,524,False
2016,2016-12-31,230,Winterthur,60-64,Ausland,weiblich,403,False
2016,2016-12-31,230,Winterthur,60-64,Schweiz,männlich,2134,False
2016,2016-12-31,230,Winterthur,60-64,Schweiz,weiblich,2312,False
2016,2016-12-31,230,Winterthur,65-69,Ausland,männlich,338,False
2016,2016-12-31,230,Winterthur,65-69,Ausland,weiblich,339,False
2016,2016-12-31,230,Winterthur,65-69,Schweiz,männlich,1754,False
2016,2016-12-31,230,Winterthur,65-69,Schweiz,weiblich,2209,False
2016,2016-12-31,230,Winterthur,70-74,Ausland,männlich,301,False
2016,2016-12-31,230,Winterthur,70-74,Ausland,weiblich,263,False
2016,2016-12-31,230,Winterthur,70-74,Schweiz,männlich,1708,False
2016,2016-12-31,230,Winterthur,70-74,Schweiz,weiblich,2150,False
2016,2016-12-31,230,Winterthur,75-79,Ausland,männlich,291,False
2016,2016-12-31,230,Winterthur,75-79,Ausland,weiblich,259,False
2016,2016-12-31,230,Winterthur,75-79,Schweiz,männlich,1129,False
2016,2016-12-31,230,Winterthur,75-79,Schweiz,weiblich,1707,False
2016,2016-12-31,230,Winterthur,80-84,Ausland,männlich,178,False
2016,2016-12-31,230,Winterthur,80-84,Ausland,weiblich,161,False
2016,2016-12-31,230,Winterthur,80-84,Schweiz,männlich,923,False
2016,2016-12-31,230,Winterthur,80-84,Schweiz,weiblich,1443,False
2016,2016-12-31,230,Winterthur,85-89,Ausland,männlich,63,False
2016,2016-12-31,230,Winterthur,85-89,Ausland,weiblich,79,False
2016,2016-12-31,230,Winterthur,85-89,Schweiz,männlich,532,False
2016,2016-12-31,230,Winterthur,85-89,Schweiz,weiblich,1074,False
2016,2016-12-31,230,Winterthur,90-94,Ausland,männlich,12,False
2016,2016-12-31,230,Winterthur,90-94,Ausland,weiblich,24,False
2016,2016-12-31,230,Winterthur,90-94,Schweiz,männlich,190,False
2016,2016-12-31,230,Winterthur,90-94,Schweiz,weiblich,525,False
2016,2016-12-31,230,Winterthur,95+,Ausland,männlich,,True
2016,2016-12-31,230,Winterthur,95+,Ausland,weiblich,4,False
2016,2016-12-31,230,Winterthur,95+,Schweiz,männlich,40,False
2016,2016-12-31,230,Winterthur,95+,Schweiz,weiblich,147,False
2015,2015-12-31,230,Winterthur,00-04,Ausland,männlich,794,False
2015,2015-12-31,230,Winterthur,00-04,Ausland,weiblich,760,False
2015,2015-12-31,230,Winterthur,00-04,Schweiz,männlich,2313,False
2015,2015-12-31,230,Winterthur,00-04,Schweiz,weiblich,2176,False
2015,2015-12-31,230,Winterthur,05-09,Ausland,männlich,746,False
2015,2015-12-31,230,Winterthur,05-09,Ausland,weiblich,671,False
2015,2015-12-31,230,Winterthur,05-09,Schweiz,männlich,2125,False
2015,2015-12-31,230,Winterthur,05-09,Schweiz,weiblich,1973,False
2015,2015-12-31,230,Winterthur,10-14,Ausland,männlich,561,False
2015,2015-12-31,230,Winterthur,10-14,Ausland,weiblich,515,False
2015,2015-12-31,230,Winterthur,10-14,Schweiz,männlich,1965,False
2015,2015-12-31,230,Winterthur,10-14,Schweiz,weiblich,1832,False
2015,2015-12-31,230,Winterthur,15-19,Ausland,männlich,523,False
2015,2015-12-31,230,Winterthur,15-19,Ausland,weiblich,427,False
2015,2015-12-31,230,Winterthur,15-19,Schweiz,männlich,2096,False
2015,2015-12-31,230,Winterthur,15-19,Schweiz,weiblich,2100,False
2015,2015-12-31,230,Winterthur,20-24,Ausland,männlich,790,False
2015,2015-12-31,230,Winterthur,20-24,Ausland,weiblich,719,False
2015,2015-12-31,230,Winterthur,20-24,Schweiz,männlich,2890,False
2015,2015-12-31,230,Winterthur,20-24,Schweiz,weiblich,3243,False
2015,2015-12-31,230,Winterthur,25-29,Ausland,männlich,1177,False
2015,2015-12-31,230,Winterthur,25-29,Ausland,weiblich,1263,False
2015,2015-12-31,230,Winterthur,25-29,Schweiz,männlich,3873,False
2015,2015-12-31,230,Winterthur,25-29,Schweiz,weiblich,3821,False
2015,2015-12-31,230,Winterthur,30-34,Ausland,männlich,1697,False
2015,2015-12-31,230,Winterthur,30-34,Ausland,weiblich,1625,False
2015,2015-12-31,230,Winterthur,30-34,Schweiz,männlich,3426,False
2015,2015-12-31,230,Winterthur,30-34,Schweiz,weiblich,3205,False
2015,2015-12-31,230,Winterthur,35-39,Ausland,männlich,1610,False
2015,2015-12-31,230,Winterthur,35-39,Ausland,weiblich,1407,False
2015,2015-12-31,230,Winterthur,35-39,Schweiz,männlich,2691,False
2015,2015-12-31,230,Winterthur,35-39,Schweiz,weiblich,2708,False
2015,2015-12-31,230,Winterthur,40-44,Ausland,männlich,1330,False
2015,2015-12-31,230,Winterthur,40-44,Ausland,weiblich,1198,False
2015,2015-12-31,230,Winterthur,40-44,Schweiz,männlich,2525,False
2015,2015-12-31,230,Winterthur,40-44,Schweiz,weiblich,2584,False
2015,2015-12-31,230,Winterthur,45-49,Ausland,männlich,1181,False
2015,2015-12-31,230,Winterthur,45-49,Ausland,weiblich,952,False
2015,2015-12-31,230,Winterthur,45-49,Schweiz,männlich,2816,False
2015,2015-12-31,230,Winterthur,45-49,Schweiz,weiblich,2927,False
2015,2015-12-31,230,Winterthur,50-54,Ausland,männlich,1080,False
2015,2015-12-31,230,Winterthur,50-54,Ausland,weiblich,842,False
2015,2015-12-31,230,Winterthur,50-54,Schweiz,männlich,2943,False
2015,2015-12-31,230,Winterthur,50-54,Schweiz,weiblich,3177,False
2015,2015-12-31,230,Winterthur,55-59,Ausland,männlich,742,False
2015,2015-12-31,230,Winterthur,55-59,Ausland,weiblich,579,False
2015,2015-12-31,230,Winterthur,55-59,Schweiz,männlich,2443,False
2015,2015-12-31,230,Winterthur,55-59,Schweiz,weiblich,2624,False
2015,2015-12-31,230,Winterthur,60-64,Ausland,männlich,476,False
2015,2015-12-31,230,Winterthur,60-64,Ausland,weiblich,395,False
2015,2015-12-31,230,Winterthur,60-64,Schweiz,männlich,2053,False
2015,2015-12-31,230,Winterthur,60-64,Schweiz,weiblich,2307,False
2015,2015-12-31,230,Winterthur,65-69,Ausland,männlich,345,False
2015,2015-12-31,230,Winterthur,65-69,Ausland,weiblich,330,False
2015,2015-12-31,230,Winterthur,65-69,Schweiz,männlich,1783,False
2015,2015-12-31,230,Winterthur,65-69,Schweiz,weiblich,2237,False
2015,2015-12-31,230,Winterthur,70-74,Ausland,männlich,320,False
2015,2015-12-31,230,Winterthur,70-74,Ausland,weiblich,264,False
2015,2015-12-31,230,Winterthur,70-74,Schweiz,männlich,1666,False
2015,2015-12-31,230,Winterthur,70-74,Schweiz,weiblich,2096,False
2015,2015-12-31,230,Winterthur,75-79,Ausland,männlich,273,False
2015,2015-12-31,230,Winterthur,75-79,Ausland,weiblich,262,False
2015,2015-12-31,230,Winterthur,75-79,Schweiz,männlich,1105,False
2015,2015-12-31,230,Winterthur,75-79,Schweiz,weiblich,1668,False
2015,2015-12-31,230,Winterthur,80-84,Ausland,männlich,170,False
2015,2015-12-31,230,Winterthur,80-84,Ausland,weiblich,151,False
2015,2015-12-31,230,Winterthur,80-84,Schweiz,männlich,914,False
2015,2015-12-31,230,Winterthur,80-84,Schweiz,weiblich,1427,False
2015,2015-12-31,230,Winterthur,85-89,Ausland,männlich,56,False
2015,2015-12-31,230,Winterthur,85-89,Ausland,weiblich,64,False
2015,2015-12-31,230,Winterthur,85-89,Schweiz,männlich,525,False
2015,2015-12-31,230,Winterthur,85-89,Schweiz,weiblich,1099,False
2015,2015-12-31,230,Winterthur,90-94,Ausland,männlich,13,False
2015,2015-12-31,230,Winterthur,90-94,Ausland,weiblich,20,False
2015,2015-12-31,230,Winterthur,90-94,Schweiz,männlich,184,False
2015,2015-12-31,230,Winterthur,90-94,Schweiz,weiblich,514,False
2015,2015-12-31,230,Winterthur,95+,Ausland,männlich,,True
2015,2015-12-31,230,Winterthur,95+,Ausland,weiblich,,True
2015,2015-12-31,230,Winterthur,95+,Schweiz,männlich,39,False
2015,2015-12-31,230,Winterthur,95+,Schweiz,weiblich,135,False
2014,2014-12-31,230,Winterthur,00-04,Ausland,männlich,743,False
2014,2014-12-31,230,Winterthur,00-04,Ausland,weiblich,716,False
2014,2014-12-31,230,Winterthur,00-04,Schweiz,männlich,2245,False
2014,2014-12-31,230,Winterthur,00-04,Schweiz,weiblich,2173,False
2014,2014-12-31,230,Winterthur,05-09,Ausland,männlich,721,False
2014,2014-12-31,230,Winterthur,05-09,Ausland,weiblich,654,False
2014,2014-12-31,230,Winterthur,05-09,Schweiz,männlich,2085,False
2014,2014-12-31,230,Winterthur,05-09,Schweiz,weiblich,1896,False
2014,2014-12-31,230,Winterthur,10-14,Ausland,männlich,555,False
2014,2014-12-31,230,Winterthur,10-14,Ausland,weiblich,524,False
2014,2014-12-31,230,Winterthur,10-14,Schweiz,männlich,1903,False
2014,2014-12-31,230,Winterthur,10-14,Schweiz,weiblich,1802,False
2014,2014-12-31,230,Winterthur,15-19,Ausland,männlich,500,False
2014,2014-12-31,230,Winterthur,15-19,Ausland,weiblich,406,False
2014,2014-12-31,230,Winterthur,15-19,Schweiz,männlich,2112,False
2014,2014-12-31,230,Winterthur,15-19,Schweiz,weiblich,2057,False
2014,2014-12-31,230,Winterthur,20-24,Ausland,männlich,761,False
2014,2014-12-31,230,Winterthur,20-24,Ausland,weiblich,719,False
2014,2014-12-31,230,Winterthur,20-24,Schweiz,männlich,2834,False
2014,2014-12-31,230,Winterthur,20-24,Schweiz,weiblich,3271,False
2014,2014-12-31,230,Winterthur,25-29,Ausland,männlich,1273,False
2014,2014-12-31,230,Winterthur,25-29,Ausland,weiblich,1289,False
2014,2014-12-31,230,Winterthur,25-29,Schweiz,männlich,3837,False
2014,2014-12-31,230,Winterthur,25-29,Schweiz,weiblich,3750,False
2014,2014-12-31,230,Winterthur,30-34,Ausland,männlich,1766,False
2014,2014-12-31,230,Winterthur,30-34,Ausland,weiblich,1588,False
2014,2014-12-31,230,Winterthur,30-34,Schweiz,männlich,3295,False
2014,2014-12-31,230,Winterthur,30-34,Schweiz,weiblich,3116,False
2014,2014-12-31,230,Winterthur,35-39,Ausland,männlich,1552,False
2014,2014-12-31,230,Winterthur,35-39,Ausland,weiblich,1360,False
2014,2014-12-31,230,Winterthur,35-39,Schweiz,männlich,2630,False
2014,2014-12-31,230,Winterthur,35-39,Schweiz,weiblich,2603,False
2014,2014-12-31,230,Winterthur,40-44,Ausland,männlich,1336,False
2014,2014-12-31,230,Winterthur,40-44,Ausland,weiblich,1142,False
